Sample Name	Protocol REF	Protocol REF	Protocol REF	Assay Name	Raw Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Protocol REF	Derived Data File	Comment[Data Repository]	Comment[Data Record Accession]	Comment[Data Record URI]	Factor Value[seed collection location]	Factor Value[strain origin]
Col-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Col-0_3	14_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	14_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Columbia, USA	wild type
Cvi-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Cvi-0_1	15_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	15_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Cape Verdi Islands, Senegal	wild type
Cvi-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Cvi-0_2	15_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	15_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Cape Verdi Islands, Senegal	wild type
Cvi-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Cvi-0_3	15_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	15_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Cape Verdi Islands, Senegal	wild type
Da-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Da-0_1	16_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	16_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Darmstadt, Germany	wild type
Da-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Da-0_2	16_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	16_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Darmstadt, Germany	wild type
Da-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Da-0_3	16_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	16_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Darmstadt, Germany	wild type
Dijon-M	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Dijon-M_1	17_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	17_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Russia	wild type
Dijon-M	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Dijon-M_2	17_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	17_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Russia	wild type
Dijon-M	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Dijon-M_3	17_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	17_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Russia	wild type
Edi-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Edi-0_1	18_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	18_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Edinburgh, UK	wild type
Edi-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Edi-0_2	18_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	18_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Edinburgh, UK	wild type
Edi-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Edi-0_3	18_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	18_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Edinburgh, UK	wild type
El-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	El-0_1	19_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	19_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Ellershausen, Germany	wild type
El-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	El-0_2	19_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	19_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Ellershausen, Germany	wild type
El-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	El-0_3	19_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	19_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Ellershausen, Germany	wild type
Est-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Est-1_1	20_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	20_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Estland, Estonia	wild type
Est-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Est-1_2	20_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	20_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Estland, Estonia	wild type
Est-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Est-1_3	20_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	20_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Estland, Estonia	wild type
Gol-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Gol-1_1	21_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	21_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Scotland Golspie, UK	wild type
Gol-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Gol-1_2	21_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	21_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Scotland Golspie, UK	wild type
Gol-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Gol-1_3	21_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	21_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Scotland Golspie, UK	wild type
Gr-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Gr-1_1	22_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	22_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Graz, Austria, Austria	wild type
Gr-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Gr-1_2	22_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	22_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Graz, Austria, Austria	wild type
Gr-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Gr-1_3	22_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	22_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Graz, Austria, Austria	wild type
HI-3	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	HI-3_1	23_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	23_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Holtensen, Germany	wild type
HI-3	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	HI-3_2	23_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	23_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Holtensen, Germany	wild type
HI-3	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	HI-3_3	23_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	23_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Holtensen, Germany	wild type
HOG	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	HOG_1	24_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	24_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Khodga-Obi-Garm, Tajikistan	wild type
HOG	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	HOG_2	24_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	24_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Khodga-Obi-Garm, Tajikistan	wild type
HOG	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	HOG_3	24_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	24_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Khodga-Obi-Garm, Tajikistan	wild type
Hs-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Hs-0_1	25_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	25_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Hannover/Stroehen, Germany	wild type
Hs-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Hs-0_2	25_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	25_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Hannover/Stroehen, Germany	wild type
Hs-0	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Hs-0_3	25_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	25_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Hannover/Stroehen, Germany	wild type
Je-54	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Je-54_1	26_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	26_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Czech republic	wild type
Je-54	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Je-54_2	26_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	26_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Czech republic	wild type
Je-54	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Je-54_3	26_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	26_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Czech republic	wild type
JEA	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	JEA_1	27_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	27_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	St Jean Cap Ferrat , France	wild type
JEA	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	JEA_2	27_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	27_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	St Jean Cap Ferrat , France	wild type
JEA	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	JEA_3	27_3.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	27_3.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	St Jean Cap Ferrat , France	wild type
Kas-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kas-1_1	28_1.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	28_1.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Kashimir, India	wild type
Kas-1	LC-MS analysis and flavonoid mutant-based peak annotation	Chromatography	Mass spectrometry	Kas-1_2	28_2.RAW	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Data processing	28_2.cdf	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Metabolite data analysis	m_mtbls528_metabolite_profiling_mass_spectrometry_v2_maf.tsv	MetaboLights	MTBLS528	http://identifiers.org/metabolights/MTBLS528	Secondary metabolite analysis	doi:10.6084/m9.figshare.c.3938875	figshare	doi:10.6084/m9.figshare.c.3938875	http://doi.org/10.6084/m9.figshare.c.3938875	Kashimir, India	wild type
